no. vuelo,charter,fecha,origen,destino,precio adulto,precio niño,precio infante,peso incluido,precio maleta,precio caja
WQ908,CHOICE AIRE,01/18/16 14:56,HAVANA (HAV),FORT MYERS (RSW),$389.00,$389.00,125,145 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ908,CHOICE AIRE,01/22/16 12:30,HAVANA (HAV),FORT MYERS (RSW),$389.00,$389.00,125,146 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ908,CHOICE AIRE,01/25/16 14:56,HAVANA (HAV),FORT MYERS (RSW),$389.00,$389.00,125,147 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ908,CHOICE AIRE,01/29/16 12:30,HAVANA (HAV),FORT MYERS (RSW),$389.00,$389.00,125,148 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
,,,,,,,,,,
WQ907,CHOICE AIRE,11/2/2015 14:15:00,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,150 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,11/6/2015 15:15:00,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,151 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,11/9/2015 14:15:00,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,152 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,11/13/15 15:15,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,153 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,11/16/15 14:15,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,154 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,11/20/15 15:15,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,155 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,11/23/15 14:15,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,156 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,11/27/15 15:15,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,157 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,11/30/15 14:15,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,158 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,12/4/2015 12:30:00,FORT MYERS (RSW),HAVANA (HAV),$339.00,$339.00,125,159 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,12/7/2015 14:15:00,FORT MYERS (RSW),HAVANA (HAV),$439.00,$439.00,125,160 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,12/11/2015 12:30:00,FORT MYERS (RSW),HAVANA (HAV),$339.00,$339.00,125,161 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,12/14/15 14:15,FORT MYERS (RSW),HAVANA (HAV),$439.00,$439.00,125,162 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,12/18/15 15:15,FORT MYERS (RSW),HAVANA (HAV),$439.00,$439.00,125,163 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,12/21/15 14:15,FORT MYERS (RSW),HAVANA (HAV),$439.00,$439.00,125,164 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,12/25/15 15:15,FORT MYERS (RSW),HAVANA (HAV),$439.00,$439.00,125,165 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,12/28/15 14:15,FORT MYERS (RSW),HAVANA (HAV),$439.00,$439.00,125,166 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,1/1/2016 15:15:00,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,167 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,1/4/2016 14:15:00,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,168 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,1/8/2016 15:15:00,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,169 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,1/11/2016 14:15:00,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,170 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,01/15/16 15:15,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,171 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,01/18/16 14:15,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,172 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,01/22/16 15:15,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,173 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,01/25/16 14:15,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,174 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ907,CHOICE AIRE,01/29/16 15:15,FORT MYERS (RSW),HAVANA (HAV),$389.00,$389.00,125,175 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
,,,,,,,,,,
WQ504,CHOICE AIRE,11/5/2015 10:45:00,HAVANA (HAV),MIAMI (MIA),$349.00,$349.00,125,178 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ504,CHOICE AIRE,11/12/2015 10:45:00,HAVANA (HAV),MIAMI (MIA),$349.00,$349.00,125,179 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ504,CHOICE AIRE,11/19/15 10:45,HAVANA (HAV),MIAMI (MIA),$349.00,$349.00,125,180 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ504,CHOICE AIRE,11/26/15 10:45,HAVANA (HAV),MIAMI (MIA),$349.00,$349.00,125,181 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ504,CHOICE AIRE,12/3/2015 13:00:00,HAVANA (HAV),MIAMI (MIA),$389.00,$389.00,125,182 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ504,CHOICE AIRE,12/10/2015 13:00:00,HAVANA (HAV),MIAMI (MIA),$389.00,$389.00,125,183 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ504,CHOICE AIRE,12/17/15 13:33,HAVANA (HAV),MIAMI (MIA),$389.00,$389.00,125,184 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ504,CHOICE AIRE,12/24/15 13:33,HAVANA (HAV),MIAMI (MIA),$389.00,$389.00,125,185 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ504,CHOICE AIRE,1/7/2016 13:00:00,HAVANA (HAV),MIAMI (MIA),$389.00,$389.00,125,186 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ504,CHOICE AIRE,01/14/16 13:00,HAVANA (HAV),MIAMI (MIA),$389.00,$389.00,125,187 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ504,CHOICE AIRE,01/21/16 13:00,HAVANA (HAV),MIAMI (MIA),$389.00,$389.00,125,188 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ504,CHOICE AIRE,01/28/16 13:00,HAVANA (HAV),MIAMI (MIA),$389.00,$389.00,125,189 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
,,,,,,,,,,
WQ503,CHOICE AIRE,11/5/2015 10:45:00,MIAMI (MIA),HAVANA (HAV),$349.00,$349.00,125,191 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ503,CHOICE AIRE,11/12/2015 10:45:00,MIAMI (MIA),HAVANA (HAV),$349.00,$349.00,125,192 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ503,CHOICE AIRE,11/19/15 10:45,MIAMI (MIA),HAVANA (HAV),$349.00,$349.00,125,193 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ503,CHOICE AIRE,11/26/15 10:45,MIAMI (MIA),HAVANA (HAV),$349.00,$349.00,125,194 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ503,CHOICE AIRE,12/3/2015 10:45:00,MIAMI (MIA),HAVANA (HAV),$389.00,$389.00,125,195 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ503,CHOICE AIRE,12/10/2015 10:45:00,MIAMI (MIA),HAVANA (HAV),$389.00,$389.00,125,196 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ503,CHOICE AIRE,12/17/15 13:28,MIAMI (MIA),HAVANA (HAV),$389.00,$389.00,125,197 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ503,CHOICE AIRE,12/24/15 13:28,MIAMI (MIA),HAVANA (HAV),$389.00,$389.00,125,198 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ503,CHOICE AIRE,1/7/2016 10:45:00,MIAMI (MIA),HAVANA (HAV),$389.00,$389.00,125,199 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ503,CHOICE AIRE,01/14/16 10:45,MIAMI (MIA),HAVANA (HAV),$389.00,$389.00,125,200 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ503,CHOICE AIRE,01/21/16 10:45,MIAMI (MIA),HAVANA (HAV),$389.00,$389.00,125,201 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
WQ503,CHOICE AIRE,01/28/16 10:45,MIAMI (MIA),HAVANA (HAV),$389.00,$389.00,125,202 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
,,,,,,,,,,
SWQ901,CHOICE AIRE,12/21/15 09:15,MIAMI (MIA),HAVANA (HAV),$439.00,$439.00,125,205 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
SWQ901,CHOICE AIRE,12/28/15 09:15,MIAMI (MIA),HAVANA (HAV),$439.00,$439.00,125,206 lb,$ 20.00 / $ 1.00 lb,$ 20.00 / $ 2.00 lb
